Year,SiteName,TripNo,MonthYear,SiteGrid,Species,AvgOfCover,AvgOfFL,AvgOfSeed,dead/alive
2000,Main Camp,66,Oct.00,MC2,Crotalaria cunninghamii,1,0,0,Alive
2000,Main Camp,66,Oct.00,MC2,Eriachne aristidea,1.333333333,0,0,Alive
2000,Main Camp,66,Oct.00,MC2,Euphorbia drummondii,3.5,0,1.5,Alive
2000,Main Camp,66,Oct.00,MC2,Goodenia cycloptera,2,0,4,Alive
2000,Main Camp,66,Oct.00,MC2,Grevillea stenobotrya,3.5,0,3.5,Alive
2000,Main Camp,66,Oct.00,MC2,Grevillea striata,6,0,2,Alive
2000,Main Camp,66,Oct.00,MC2,Ptilotus polystachyus,6,0.333333333,0.666666667,Alive
2000,Main Camp,66,Oct.00,MC2,Scaveola parviflora,2,0,0,Alive
2000,Main Camp,66,Oct.00,MC2,Setaria surgens,3,0,1,Alive
2000,Main Camp,66,Oct.00,MC2,Sida fibulifera,2,1.5,0,Alive
2000,Main Camp,66,Oct.00,MC2,Trianthema pilosa,5,0,4,Alive
2000,Main Camp,66,Oct.00,MC2,Triodia basedowii,42.5,0,0,Alive
2000,Main Camp,66,Oct.00,MC2,Yakirra australiensis,1,0,0,Alive
2000,Main Camp,66,Oct.00,MC4,Acacia ligulata,2,0,4,Alive
2000,Main Camp,66,Oct.00,MC4,Aristida contorta,4,0,0,Alive
2000,Main Camp,66,Oct.00,MC4,Atalaya hemiglauca,1,0,0,Alive
2000,Main Camp,66,Oct.00,MC4,Calandrinia balonensis,1,0,0,Alive
2000,Main Camp,66,Oct.00,MC4,Crotalaria eremaea,1,0,0,Alive
2000,Main Camp,66,Oct.00,MC4,Eriachne aristidea,1.333333333,0,0,Alive
2000,Main Camp,66,Oct.00,MC4,Euphorbia drummondii,2,0,0,Alive
2000,Main Camp,66,Oct.00,MC4,Goodenia cycloptera,1,0,3,Alive
2000,Main Camp,66,Oct.00,MC4,Grevillea stenobotrya,7.5,0,3.5,Alive
2000,Main Camp,66,Oct.00,MC4,Ptilotus polystachyus,1.5,0,1.5,Alive
2000,Main Camp,66,Oct.00,MC4,Sida fibulifera,10,0,0,Alive
2000,Main Camp,66,Oct.00,MC4,Trianthema pilosa,3,0,2,Alive
2000,Main Camp,66,Oct.00,MC4,Triodia basedowii,33.33333333,0,0,Alive
2000,Main Camp,66,Oct.00,MC4,Triumfetta winneckeana,1,0,0,Alive
2000,Main Camp,66,Oct.00,MC4,Yakirra australiensis,1.5,0,0,Alive
2000,Main Camp,67,Nov.00,MC1,Acacia spp,20,0,0,Alive
2000,Main Camp,67,Nov.00,MC1,Aristida contorta,7.5,0.75,0.75,Alive
2000,Main Camp,67,Nov.00,MC1,Eriachne aristidea,10,0,2.5,Alive
2000,Main Camp,67,Nov.00,MC1,Euphorbia drummondii,3.5,2,1.5,Alive
2000,Main Camp,67,Nov.00,MC1,Euphorbia tannensis,1,0,0,Alive
2000,Main Camp,67,Nov.00,MC1,Grevillea stenobotrya,10,0,2,Alive
2000,Main Camp,67,Nov.00,MC1,Oldenlandia pterospora,5,3,3,Alive
2000,Main Camp,67,Nov.00,MC1,Ptilotus polystachyus,2,0,0,Alive
2000,Main Camp,67,Nov.00,MC1,Sida fibulifera,5,1,0,Alive
2000,Main Camp,67,Nov.00,MC1,Tephrosea rosea,1,0,0,Alive
2000,Main Camp,67,Nov.00,MC1,Trianthema pilosa,5,4,0,Alive
2000,Main Camp,67,Nov.00,MC1,Triodia basedowii,53.33333333,0.5,1.833333333,Alive
2000,Main Camp,67,Nov.00,MC2,Aristida contorta,10,0,2,Alive
2000,Main Camp,67,Nov.00,MC2,Calandrinia balonensis,1,1,0,Alive
2000,Main Camp,67,Nov.00,MC2,Crotalaria cunninghamii,3,1.5,1.5,Alive
2000,Main Camp,67,Nov.00,MC2,Eriachne aristidea,5,0,0,Alive
2000,Main Camp,67,Nov.00,MC2,Euphorbia drummondii,3.5,0.5,1.5,Alive
2000,Main Camp,67,Nov.00,MC2,Euphorbia tannensis,2.666666667,1,2,Alive
2000,Main Camp,67,Nov.00,MC2,Goodenia cycloptera,5,3,0,Alive
2000,Main Camp,67,Nov.00,MC2,Grevillea stenobotrya,10,0,0,Alive
2000,Main Camp,67,Nov.00,MC2,Ptilotus spp,1,2,0,Alive
2000,Main Camp,67,Nov.00,MC2,Scaveola   (plant B),3,0,0,Alive
2000,Main Camp,67,Nov.00,MC2,Sida fibulifera,20,4,0,Alive
2000,Main Camp,67,Nov.00,MC2,Tephrosea rosea,7.5,2,0.5,Alive
2000,Main Camp,67,Nov.00,MC2,Triodia basedowii,52,0,1.8,Alive
2000,Main Camp,67,Nov.00,MC2,Triumfetta winneckeana,15,1,0,Alive
2000,Main Camp,67,Nov.00,MC4,Abutilon otocarpum,5,0,0,Alive
2000,Main Camp,67,Nov.00,MC4,Aristida contorta,13,0,1.2,Alive
2000,Main Camp,67,Nov.00,MC4,Atalaya hemiglauca,5,0,0,Alive
2000,Main Camp,67,Nov.00,MC4,Calandrinia balonensis,5,2,5,Alive
2000,Main Camp,67,Nov.00,MC4,Eriachne aristidea,5,0,0,Alive
2000,Main Camp,67,Nov.00,MC4,Euphorbia drummondii,5,5,0,Alive
2000,Main Camp,67,Nov.00,MC4,Euphorbia tannensis,5,5,0,Alive
2000,Main Camp,67,Nov.00,MC4,Goodenia cycloptera,5,0,0,Alive
2000,Main Camp,67,Nov.00,MC4,Grevillea stenobotrya,25,0,5,Alive
2000,Main Camp,67,Nov.00,MC4,Plant F (shrub),10,0,5,Alive
2000,Main Camp,67,Nov.00,MC4,Ptilotus spp,5,0,0.333333333,Alive
2000,Main Camp,67,Nov.00,MC4,Sida fibulifera,5,3,0,Alive
2000,Main Camp,67,Nov.00,MC4,Triodia basedowii,38.33333333,0.166666667,0,Alive
2000,Main Camp,67,Nov.00,MC4,Triumfetta winneckeana,5,0,0,Alive
2000,Main Camp,67,Nov.00,MCA,Aristida contorta,11.66666667,0,3,Alive
2000,Main Camp,67,Nov.00,MCA,Crotalaria cunninghamii,5,0,0,Alive
2000,Main Camp,67,Nov.00,MCA,Crotalaria eremaea,5,0,0,Alive
2000,Main Camp,67,Nov.00,MCA,Eriachne aristidea,7.5,0,0.75,Alive
2000,Main Camp,67,Nov.00,MCA,Euphorbia drummondii,15,5,0,Alive
2000,Main Camp,67,Nov.00,MCA,Euphorbia tannensis,10,4.666666667,0,Alive
2000,Main Camp,67,Nov.00,MCA,Goodenia cycloptera,5,0,0,Alive
2000,Main Camp,67,Nov.00,MCA,Grevillea stenobotrya,25,0,0,Alive
2000,Main Camp,67,Nov.00,MCA,Plant A,5,3,0,Alive
2000,Main Camp,67,Nov.00,MCA,Ptilotus spp,5,4,0,Alive
2000,Main Camp,67,Nov.00,MCA,Tephrosea rosea,5,0,0,Alive
2000,Main Camp,67,Nov.00,MCA,Trianthema pilosa,5,4,0,Alive
2000,Main Camp,67,Nov.00,MCA,Triodia basedowii,45.83333333,0,0.666666667,Alive
2000,Main Camp,67,Nov.00,MCB,Aristida contorta,9.166666667,0,1.166666667,Alive
2000,Main Camp,67,Nov.00,MCB,Calandrinia balonensis,5,1.333333333,0,Alive
2000,Main Camp,67,Nov.00,MCB,Eriachne aristidea,8.75,0,0,Alive
2000,Main Camp,67,Nov.00,MCB,Euphorbia drummondii,5,5,0,Alive
2000,Main Camp,67,Nov.00,MCB,Euphorbia tannensis,7.5,3.5,0,Alive
2000,Main Camp,67,Nov.00,MCB,Goodenia cycloptera,10,5,0,Alive
2000,Main Camp,67,Nov.00,MCB,Grass A,5,0,0,Alive
2000,Main Camp,67,Nov.00,MCB,Plant B,5,0,0,Alive
2000,Main Camp,67,Nov.00,MCB,Plant C,5,0,0,Alive
2000,Main Camp,67,Nov.00,MCB,Portulaca intraterranea,5,0,0,Alive
2000,Main Camp,67,Nov.00,MCB,Ptilotus spp,5,0,0,Alive
2000,Main Camp,67,Nov.00,MCB,Sclerolaena spp,5,0,0,Alive
2000,Main Camp,67,Nov.00,MCB,Sida fibulifera,7.5,0,0,Alive
2000,Main Camp,67,Nov.00,MCB,Tephrosea rosea,20,2.5,0,Alive
2000,Main Camp,67,Nov.00,MCB,Trichodesma zeylanicum,5,0,0,Alive
2000,Main Camp,67,Nov.00,MCB,Triodia basedowii,52,0,0,Alive
2000,Main Camp,67,Nov.00,MCC,Aristida contorta,8.75,0,1.5,Alive
2000,Main Camp,67,Nov.00,MCC,Crotalaria eremaea,5,0,0,Alive
2000,Main Camp,67,Nov.00,MCC,Eriachne aristidea,5,0,0,Alive
2000,Main Camp,67,Nov.00,MCC,Euphorbia drummondii,5,0,0,Alive
2000,Main Camp,67,Nov.00,MCC,Grevillea stenobotrya,25,0,0,Alive
2000,Main Camp,67,Nov.00,MCC,Plant E,5,3,0,Alive
2000,Main Camp,67,Nov.00,MCC,Ptilotus polystachyus,15,0,0,Alive
2000,Main Camp,67,Nov.00,MCC,Sida fibulifera,5,0,0,Alive
2000,Main Camp,67,Nov.00,MCC,Tephrosea rosea,25,5,0,Alive
2000,Main Camp,67,Nov.00,MCC,Triodia basedowii,45,0,0,Alive
2000,Main Camp,67,Nov.00,MCE,Aristida contorta,5,0,1,Alive
2000,Main Camp,67,Nov.00,MCE,Scaveola depauperata,5,1,0,Alive
2000,Main Camp,67,Nov.00,MCE,Triodia basedowii,55,0,0,Alive
2000,Main Camp,67,Nov.00,MCF,Aristida contorta,5,0,0,Alive
2000,Main Camp,67,Nov.00,MCF,Euphorbia drummondii,15,5,0,Alive
2000,Main Camp,67,Nov.00,MCF,Euphorbia tannensis,5,5,0,Alive
2000,Main Camp,67,Nov.00,MCF,Goodenia cycloptera,10,5,0,Alive
2000,Main Camp,67,Nov.00,MCF,Ptilotus polystachyus,10,0,0,Alive
2000,Main Camp,67,Nov.00,MCF,Sida fibulifera,5,1,0,Alive
2000,Main Camp,67,Nov.00,MCF,Tephrosea rosea,25,5,0,Alive
2000,Main Camp,67,Nov.00,MCF,Triodia basedowii,46.66666667,0,0.333333333,Alive
2000,Main Camp,67,Nov.00,MCG,Aristida contorta,5,0,1,Alive
2000,Main Camp,67,Nov.00,MCG,Crotalaria eremaea,5,0,0,Alive
2000,Main Camp,67,Nov.00,MCG,Eriachne aristidea,7.5,0,0,Alive
2000,Main Camp,67,Nov.00,MCG,Euphorbia tannensis,5,5,0,Alive
2000,Main Camp,67,Nov.00,MCG,Goodenia cycloptera,5,0,0,Alive
2000,Main Camp,67,Nov.00,MCG,Grevillea stenobotrya,20,0,4,Alive
2000,Main Camp,67,Nov.00,MCG,Plant A,15,4,5,Alive
2000,Main Camp,67,Nov.00,MCG,Sida fibulifera,10,3.5,0,Alive
2000,Main Camp,67,Nov.00,MCG,Tephrosea rosea,5,1,0,Alive
2000,Main Camp,67,Nov.00,MCG,Triodia basedowii,56.66666667,0.166666667,0,Alive
2000,Main Camp,67,Nov.00,MCH,Aristida contorta,7,0,0,Alive
2000,Main Camp,67,Nov.00,MCH,Crotalaria cunninghamii,5,0,0,Alive
2000,Main Camp,67,Nov.00,MCH,Crotalaria eremaea,12.5,2.5,0,Alive
2000,Main Camp,67,Nov.00,MCH,Eriachne aristidea,5,0,1,Alive
2000,Main Camp,67,Nov.00,MCH,Eucalyptus gamophylla,15,0,0,Alive
2000,Main Camp,67,Nov.00,MCH,Euphorbia drummondii,10,5,0,Alive
2000,Main Camp,67,Nov.00,MCH,Grass A,5,0,5,Alive
2000,Main Camp,67,Nov.00,MCH,Grevillea stenobotrya,20,0,0,Alive
2000,Main Camp,67,Nov.00,MCH,Paractaenum refractum,25,0,0,Alive
2000,Main Camp,67,Nov.00,MCH,Tephrosea rosea,15,4,0,Alive
2000,Main Camp,67,Nov.00,MCH,Trachymene glaucifolia,5,5,0,Alive
2000,Main Camp,67,Nov.00,MCH,Trichodesma zeylanicum,5,0,0,Alive
2000,Main Camp,67,Nov.00,MCH,Triodia basedowii,65,0,0,Alive
2000,Main Camp,67,Nov.00,MCK,Aristida contorta,11.25,0,0,Alive
2000,Main Camp,67,Nov.00,MCK,Crotalaria eremaea,5,0,0,Alive
2000,Main Camp,67,Nov.00,MCK,Eriachne aristidea,10,0,0,Alive
2000,Main Camp,67,Nov.00,MCK,Goodenia cycloptera,10,4,0,Alive
2000,Main Camp,67,Nov.00,MCK,Grass A,5,0,5,Alive
2000,Main Camp,67,Nov.00,MCK,Ptilotus polystachyus,5,5,0,Alive
2000,Main Camp,67,Nov.00,MCK,Scaveola depauperata,20,0,2,Alive
2000,Main Camp,67,Nov.00,MCK,Tephrosea rosea,22.5,4.5,0,Alive
2000,Main Camp,67,Nov.00,MCK,Triodia basedowii,73.75,0,0,Alive
2001,Main Camp,69,Mar.01,MC1,Aristida contorta,5,0,1,Alive
2001,Main Camp,69,Mar.01,MC1,Eremophila longifolia,10,0,2,Alive
2001,Main Camp,69,Mar.01,MC1,Eriachne aristidea,7.5,0,0.5,Alive
2001,Main Camp,69,Mar.01,MC1,Euphorbia drummondii,10,2,1.5,Alive
2001,Main Camp,69,Mar.01,MC1,Euphorbia tannensis,5,0,0,Alive
2001,Main Camp,69,Mar.01,MC1,Rulinga loxophylla,5,0,0,Alive
2001,Main Camp,69,Mar.01,MC1,Sp. A,5,0,0,Alive
2001,Main Camp,69,Mar.01,MC1,Tephrosea rosea,5,0,0,Alive
2001,Main Camp,69,Mar.01,MC1,Triodia basedowii,42.5,0,0,Alive
2001,Main Camp,69,Mar.01,MC1,Vine 1 ?,5,0,0,Alive
2001,Main Camp,69,Mar.01,MC1,Yakirra australiensis,5,0,1.5,Alive
2001,Main Camp,69,Mar.01,MC10,Acacia dictyophleba,25,2,0,Alive
2001,Main Camp,69,Mar.01,MC10,Acacia ligulata,5,0,1,Alive
2001,Main Camp,69,Mar.01,MC10,Aristida contorta,7,0.333333333,3.666666667,Alive
2001,Main Camp,69,Mar.01,MC10,Crotalaria eremaea,2,0,0,Alive
2001,Main Camp,69,Mar.01,MC10,Eriachne aristidea,12.5,1,1,Alive
2001,Main Camp,69,Mar.01,MC10,Euphorbia drummondii,5,5,0,Alive
2001,Main Camp,69,Mar.01,MC10,Euphorbia tannensis,1,0,0,Alive
2001,Main Camp,69,Mar.01,MC10,Goodenia cycloptera,1,0,0,Alive
2001,Main Camp,69,Mar.01,MC10,Grevillea stenobotrya,16.75,0,0.5,Alive
2001,Main Camp,69,Mar.01,MC10,Pimelea simplex,1,0,3,Alive
2001,Main Camp,69,Mar.01,MC10,Scaveola depauperata,1,1,0,Alive
2001,Main Camp,69,Mar.01,MC10,shiuanti?,8,3,0,Alive
2001,Main Camp,69,Mar.01,MC10,Sida fibulifera,1,0,0,Alive
2001,Main Camp,69,Mar.01,MC10,Sp. F,1,4,0,Alive
2001,Main Camp,69,Mar.01,MC10,Triodia basedowii,40,0,0,Alive
2001,Main Camp,69,Mar.01,MC11,Aristida contorta,10,0,3.4,Alive
2001,Main Camp,69,Mar.01,MC11,Crotalaria cunninghamii,6,0.5,0,Alive
2001,Main Camp,69,Mar.01,MC11,Crotalaria eremaea,6.333333333,0.666666667,0.666666667,Alive
2001,Main Camp,69,Mar.01,MC11,Eriachne aristidea,4.25,0,0.25,Alive
2001,Main Camp,69,Mar.01,MC11,Euphorbia drummondii,6.666666667,4.333333333,0.333333333,Alive
2001,Main Camp,69,Mar.01,MC11,Euphorbia tannensis,3,0,0,Alive
2001,Main Camp,69,Mar.01,MC11,Goodenia cycloptera,2,0.5,2,Alive
2001,Main Camp,69,Mar.01,MC11,Grevillea stenobotrya,10,0,1,Alive
2001,Main Camp,69,Mar.01,MC11,Pimelea simplex,3,0,4.666666667,Alive
2001,Main Camp,69,Mar.01,MC11,Setaria surgens,2,0,0,Alive
2001,Main Camp,69,Mar.01,MC11,Sida fibulifera,7.5,1.5,1,Alive
2001,Main Camp,69,Mar.01,MC11,Sp. A,5,0,0,Alive
2001,Main Camp,69,Mar.01,MC11,Sp. B,5,1,0,Alive
2001,Main Camp,69,Mar.01,MC11,Sp. C,2,3,0,Alive
2001,Main Camp,69,Mar.01,MC11,Sp. D,5,0,4,Alive
2001,Main Camp,69,Mar.01,MC11,Sp. E,3,1,0,Alive
2001,Main Camp,69,Mar.01,MC11,Triodia basedowii,37,0,0,Alive
2001,Main Camp,69,Mar.01,MC11,Triumfetta winneckeana,1,0,0,Alive
2001,Main Camp,69,Mar.01,MC2,Aristida contorta,10.83333333,0,2.5,Alive
2001,Main Camp,69,Mar.01,MC2,Crotalaria cunninghamii,5,0,0,Alive
2001,Main Camp,69,Mar.01,MC2,Eriachne aristidea,5,0,2,Alive
2001,Main Camp,69,Mar.01,MC2,Euphorbia drummondii,5,4,0,Alive
2001,Main Camp,69,Mar.01,MC2,Goodenia cycloptera,5,1,0,Alive
2001,Main Camp,69,Mar.01,MC2,Grevillea stenobotrya,17.5,0,0,Alive
2001,Main Camp,69,Mar.01,MC2,Lechenaultia divaricata,5,0,0,Alive
2001,Main Camp,69,Mar.01,MC2,Oldenlandia pterospora,5,0,3,Alive
2001,Main Camp,69,Mar.01,MC2,Ptilotus spp,5,3,0,Alive
2001,Main Camp,69,Mar.01,MC2,Triodia basedowii,35.83333333,0,0,Alive
2001,Main Camp,69,Mar.01,MC2,Vine 1 ?,1,0,0,Alive
2001,Main Camp,69,Mar.01,MC2,Yakirra australiensis,5,0,1,Alive
2001,Main Camp,69,Mar.01,MC4,Aristida contorta,10.83333333,0,2.5,Alive
2001,Main Camp,69,Mar.01,MC4,Atalaya hemiglauca,1,0,0,Alive
2001,Main Camp,69,Mar.01,MC4,Calandrinia balonensis,5,0,0,Alive
2001,Main Camp,69,Mar.01,MC4,Eriachne aristidea,7.5,0,1,Alive
2001,Main Camp,69,Mar.01,MC4,Euphorbia drummondii,7.5,1,0,Alive
2001,Main Camp,69,Mar.01,MC4,Goodenia cycloptera,5,2,0,Alive
2001,Main Camp,69,Mar.01,MC4,Grevillea stenobotrya,8,0,0,Alive
2001,Main Camp,69,Mar.01,MC4,Triodia basedowii,33.33333333,0,0,Alive
2001,Main Camp,69,Mar.01,MC4,Triumfetta winneckeana,5,1,0,Alive
2001,Main Camp,69,Mar.01,MCA,Aristida contorta,10,0,3.166666667,Alive
2001,Main Camp,69,Mar.01,MCA,Crotalaria cunninghamii,10,0,0,Alive
2001,Main Camp,69,Mar.01,MCA,Crotalaria eremaea,5,0,0,Alive
2001,Main Camp,69,Mar.01,MCA,Eragrostis eriopoda,5,0,2,Alive
2001,Main Camp,69,Mar.01,MCA,Eriachne aristidea,6,0,1.4,Alive
2001,Main Camp,69,Mar.01,MCA,Euphorbia drummondii,10,5,0,Alive
2001,Main Camp,69,Mar.01,MCA,Euphorbia tannensis,5,4,0,Alive
2001,Main Camp,69,Mar.01,MCA,Goodenia cycloptera,5,0,0,Alive
2001,Main Camp,69,Mar.01,MCA,Grevillea stenobotrya,20,0,0,Alive
2001,Main Camp,69,Mar.01,MCA,Scaveola depauperata,5,0,0,Alive
2001,Main Camp,69,Mar.01,MCA,Sida fibulifera,5,0,0,Alive
2001,Main Camp,69,Mar.01,MCA,Tephrosea rosea,5,0,0,Alive
2001,Main Camp,69,Mar.01,MCA,Triodia basedowii,39.16666667,0,0,Alive
2001,Main Camp,69,Mar.01,MCB,Aristida contorta,11,0,4.4,Alive
2001,Main Camp,69,Mar.01,MCB,Eriachne aristidea,7.5,0,0,Alive
2001,Main Camp,69,Mar.01,MCB,Euphorbia drummondii,5,5,0,Alive
2001,Main Camp,69,Mar.01,MCB,Goodenia cycloptera,5,0,0,Alive
2001,Main Camp,69,Mar.01,MCB,Grass A,5,0,3.5,Alive
2001,Main Camp,69,Mar.01,MCB,Grass B,5,0,3,Alive
2001,Main Camp,69,Mar.01,MCB,Plant B,5,0,0,Alive
2001,Main Camp,69,Mar.01,MCB,Portulaca pilsoa,5,0,0,Alive
2001,Main Camp,69,Mar.01,MCB,Ptilotus polystachyus,5,0,0,Alive
2001,Main Camp,69,Mar.01,MCB,Ptilotus spp,5,5,0,Alive
2001,Main Camp,69,Mar.01,MCB,Scaveola depauperata,5,3,0,Alive
2001,Main Camp,69,Mar.01,MCB,Sida fibulifera,5,1,0,Alive
2001,Main Camp,69,Mar.01,MCB,Tephrosea rosea,40,4,1,Alive
2001,Main Camp,69,Mar.01,MCB,Trianthema pilosa,5,5,0,Alive
2001,Main Camp,69,Mar.01,MCB,Triodia basedowii,44,0,0,Alive
2001,Main Camp,69,Mar.01,MCB,Vine B,5,0,0,Alive
2001,Main Camp,69,Mar.01,MCC,Aristida contorta,11.66666667,0,4,Alive
2001,Main Camp,69,Mar.01,MCC,Crotalaria eremaea,5,0,0,Alive
2001,Main Camp,69,Mar.01,MCC,Eriachne aristidea,8.333333333,0,1,Alive
2001,Main Camp,69,Mar.01,MCC,Euphorbia tannensis,5,4,0,Alive
2001,Main Camp,69,Mar.01,MCC,Grevillea stenobotrya,15,0,0,Alive
2001,Main Camp,69,Mar.01,MCC,Sida fibulifera,20,0,0,Alive
2001,Main Camp,69,Mar.01,MCC,Tephrosea rosea,50,1,0,Alive
2001,Main Camp,69,Mar.01,MCC,Trichodesma zeylanicum,5,0,0,Alive
2001,Main Camp,69,Mar.01,MCC,Triodia basedowii,38,0,0,Alive
2001,Main Camp,69,Mar.01,MCC,Yakirra australiensis,5,0,0,Alive
2001,Main Camp,69,Mar.01,MCD,Aristida contorta,19.16666667,0,3.833333333,Alive
2001,Main Camp,69,Mar.01,MCD,Calandrinia balonensis,5,0,3,Alive
2001,Main Camp,69,Mar.01,MCD,Crotalaria eremaea,5,0,0,Alive
2001,Main Camp,69,Mar.01,MCD,Eriachne aristidea,18.33333333,0,2.333333333,Alive
2001,Main Camp,69,Mar.01,MCD,Euphorbia drummondii,7.5,5,0,Alive
2001,Main Camp,69,Mar.01,MCD,Grass A,6.666666667,0,3.333333333,Alive
2001,Main Camp,69,Mar.01,MCD,Pea A,5,0,0,Alive
2001,Main Camp,69,Mar.01,MCD,Pea B,5,0,3,Alive
2001,Main Camp,69,Mar.01,MCD,Plant B,5,0,5,Alive
2001,Main Camp,69,Mar.01,MCD,Scaveola depauperata,10,0,0,Alive
2001,Main Camp,69,Mar.01,MCD,Sida fibulifera,5,0,0,Alive
2001,Main Camp,69,Mar.01,MCD,Tephrosea rosea,5,0,0,Alive
2001,Main Camp,69,Mar.01,MCD,Triodia basedowii,43.33333333,0,0,Alive
2001,Main Camp,69,Mar.01,MCD,Vine I,5,0,0,Alive
2001,Main Camp,69,Mar.01,MCD,Yakirra australiensis,5,0,3.5,Alive
2001,Main Camp,69,Mar.01,MCE,Aristida contorta,6.666666667,0,4,Alive
2001,Main Camp,69,Mar.01,MCE,Scaveola depauperata,5,0,0,Alive
2001,Main Camp,69,Mar.01,MCE,Triodia basedowii,55.83333333,0,0,Alive
2001,Main Camp,69,Mar.01,MCF,Aristida contorta,6.666666667,0,4.666666667,Alive
2001,Main Camp,69,Mar.01,MCF,Crotalaria eremaea,5,0,0,Alive
2001,Main Camp,69,Mar.01,MCF,Eriachne aristidea,5,0,0,Alive
2001,Main Camp,69,Mar.01,MCF,Euphorbia drummondii,10,5,0,Alive
2001,Main Camp,69,Mar.01,MCF,Goodenia cycloptera,10,3,5,Alive
2001,Main Camp,69,Mar.01,MCF,Ptilotus polystachyus,5,0,0,Alive
2001,Main Camp,69,Mar.01,MCF,Sida fibulifera,5,0,0,Alive
2001,Main Camp,69,Mar.01,MCF,Tephrosea rosea,20,2,0,Alive
2001,Main Camp,69,Mar.01,MCF,Trianthema pilosa,5,5,5,Alive
2001,Main Camp,69,Mar.01,MCF,Triodia basedowii,39.16666667,0,0,Alive
2001,Main Camp,69,Mar.01,MCF,Yakirra australiensis,5,0,2.333333333,Alive
2001,Main Camp,69,Mar.01,MCG,Aristida contorta,5,2.5,2,Alive
2001,Main Camp,69,Mar.01,MCG,Crotalaria eremaea,5,0,0,Alive
2001,Main Camp,69,Mar.01,MCG,Dodonaea viscosa,10,0,0,Alive
2001,Main Camp,69,Mar.01,MCG,Eriachne aristidea,5,0,1.5,Alive
2001,Main Camp,69,Mar.01,MCG,Euphorbia tannensis,5,0,0,Alive
2001,Main Camp,69,Mar.01,MCG,Grevillea stenobotrya,10,0,0,Alive
2001,Main Camp,69,Mar.01,MCG,Plant C,5,0,0,Alive
2001,Main Camp,69,Mar.01,MCG,Plant D,5,0,0,Alive
2001,Main Camp,69,Mar.01,MCG,Sida fibulifera,8.333333333,0.666666667,0,Alive
2001,Main Camp,69,Mar.01,MCG,Tephrosea rosea,5,0,0,Alive
2001,Main Camp,69,Mar.01,MCG,Triodia basedowii,53.33333333,0,0,Alive
2001,Main Camp,69,Mar.01,MCH,Acacia dictyophleba,5,0,0,Alive
2001,Main Camp,69,Mar.01,MCH,Aristida contorta,7.5,0,4.166666667,Alive
2001,Main Camp,69,Mar.01,MCH,Calandrinia balonensis,5,0,3,Alive
2001,Main Camp,69,Mar.01,MCH,Crotalaria eremaea,6.666666667,1,0,Alive
2001,Main Camp,69,Mar.01,MCH,Eragrostis eriopoda,5,0,5,Alive
2001,Main Camp,69,Mar.01,MCH,Eriachne aristidea,5,0,2,Alive
2001,Main Camp,69,Mar.01,MCH,Euphorbia drummondii,10,5,0,Alive
2001,Main Camp,69,Mar.01,MCH,Euphorbia tannensis,5,0,0,Alive
2001,Main Camp,69,Mar.01,MCH,Goodenia cycloptera,5,0,0,Alive
2001,Main Camp,69,Mar.01,MCH,Grevillea stenobotrya,10,0,0,Alive
2001,Main Camp,69,Mar.01,MCH,Newcastelia spodiotricha,5,0,0,Alive
2001,Main Camp,69,Mar.01,MCH,Tephrosea rosea,15,1,0,Alive
2001,Main Camp,69,Mar.01,MCH,Trichodesma zeylanicum,5,1.5,0,Alive
2001,Main Camp,69,Mar.01,MCH,Triodia basedowii,56,0,0,Alive
2001,Main Camp,69,Mar.01,MCK,Aristida contorta,11.25,0,4.25,Alive
2001,Main Camp,69,Mar.01,MCK,Crotalaria eremaea,5,3,0,Alive
2001,Main Camp,69,Mar.01,MCK,Eragrostis eriopoda,5,0,2,Alive
2001,Main Camp,69,Mar.01,MCK,Eriachne aristidea,6.666666667,0,0,Alive
2001,Main Camp,69,Mar.01,MCK,Euphorbia drummondii,5,5,0,Alive
2001,Main Camp,69,Mar.01,MCK,Goodenia cycloptera,5,1,1,Alive
2001,Main Camp,69,Mar.01,MCK,Scaveola depauperata,5,0,0,Alive
2001,Main Camp,69,Mar.01,MCK,Tephrosea rosea,15,0.5,0.5,Alive
2001,Main Camp,69,Mar.01,MCK,Triodia basedowii,43.75,0,0,Alive
2001,Main Camp,70,Jun.01,MC1,Aristida contorta,10,0,3,Alive
2001,Main Camp,70,Jun.01,MC1,Crotalaria eremaea,5,0,0,Alive
2001,Main Camp,70,Jun.01,MC1,Eremophila longifolia,30,0,0,Alive
2001,Main Camp,70,Jun.01,MC1,Eriachne aristidea,12.5,0,1,Alive
2001,Main Camp,70,Jun.01,MC1,Euphorbia drummondii,10,5,0,Alive
2001,Main Camp,70,Jun.01,MC1,Grevillea stenobotrya,5,0,0,Alive
2001,Main Camp,70,Jun.01,MC1,Plant C,5,0,0,Alive
2001,Main Camp,70,Jun.01,MC1,Sida fibulifera,5,0,0,Alive
2001,Main Camp,70,Jun.01,MC1,Triodia basedowii,56.66666667,0,0,Alive
2001,Main Camp,70,Jun.01,MC1,Yakirra australiensis,5,0,2,Alive
2001,Main Camp,70,Jun.01,MC2,Aristida contorta,14.16666667,0,4,Alive
2001,Main Camp,70,Jun.01,MC2,Crotalaria cunninghamii,5,0,0,Alive
2001,Main Camp,70,Jun.01,MC2,Crotalaria eremaea,5,0,0,Alive
2001,Main Camp,70,Jun.01,MC2,Eremophila longifolia,5,0,0,Alive
